Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,,
"In a polity where the power is purported to reside in ""the people,"" and in a society organized by a ""performative order of speech,"" he who could captivate the attention of an audience and persuade them through ""artful delivery"" of the truthfulness of his view would be in a position to sway the tide of government.",13 Nature: Body of Water,Flowing,government,tide of [flowing],tide of,government,Government,tide,Body of Water,153493,,
"It's a huge stretch to view these uprisings as a seamless wave of democracy; but it would go too far in the other direction to see them as strictly discrete events, each unrelated to the other.",13 Nature: Body of Water,Flowing,democracy,wave of [flowing],wave of,democracy,Democracy,wave,Body of Water,155237,,
"The blood, sweat and tears of citizens of conscience working to make government better are the rain and fertilizer of democracy.",13 Nature: Body of Water,Rain,democracy,rain and * of [rain],rain,democracy,Democracy,fertilizer,Crop,155474,,
"Sweep out the old, then when the fresh rain of democracy came, a whole new country would spring up, like mushrooms.",13 Nature: Body of Water,Rain,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,155285,,
Their brand of oppression and obstructive politics through intimidation and exclusiveness must be extinguished by a rain of Democracy.,13 Nature: Body of Water,Rain,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,156019,,
"Democracy is an ocean, and your vote is a teaspoon in that body of water.",13 Nature: Body of Water,Size,LARGE,NA,ocean,Democracy,Democracy,ocean,Body of Water,163510,,
"When the United States arrives at the ""new level"" of democratic nationhood, the stream drains into a vast democratic ocean in which individual atoms may be vibrating, but no movement, let alone direction, is discernable.",13 Nature: Body of Water,Size,LARGE,NA,ocean,democratic,Democracy,ocean,Body of Water,1973506,,
A long standing big fish in the anti-gun pond -- and almost always a very outspoken one.,13 Nature: Body of Water,Size,SMALL,[body of water] pond,pond,anti-gun,Control of Guns,pond,Body of Water,2376962,,
"That is, until some racist nimrod spits into the great pool of democracy and spoils our good time.",13 Nature: Body of Water,Size,SMALL,NA,pool,democracy,Democracy,pool,Body of Water,155963,,
"Assuming the $967 billion and $80 billion are two separate pools of wealth, then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.",13 Nature: Body of Water,Size,SMALL,NA,pools,wealth,Wealth,pool,Body of Water,2009730,,
They are the ditch carp in the great river of democracy.,13 Nature: Body of Water,Size,LARGE,NA,river,democracy,Democracy,river,Body of Water,155386,,
"So as he flounders in the sea of gun control, and watches over a security apparatus that ought to have prevented the Bostom Bombings, he might look upon Syria as a chance to change hats to Horatio Hornblower.",13 Nature: Body of Water,Size,LARGE,NA,sea,gun control,Control of Guns,sea,Body of Water,2376961,,
"And together, one vote at a time, a mighty river, a swelling ocean we call democracy floods across this nation as 120 million votes are cast for President.",13 Nature: Body of Water,Size,LARGE,NA,ocean,democracy,Democracy,floods,Body of Water/Natural Physical Force,760926,,
Democracy is a bonfire; the American people kindle the flame.,13 Nature: Fire,Fire,democracy,[fire] is a bonfire,is a bonfire,Democracy,Democracy,bonfire,Fire,163983,,
This has sparked much debate in the already lit fire of gun control.,13 Nature: Fire,Fire,gun control,fire of [fire],fire of,gun control,Control of Guns,fire,Fire,2377284,,
"Democracy is a flame, It burns bright even when times are dark.",13 Nature: Fire,Fire,Democracy,[fire] is a flame,is a flame,Democracy,Democracy,flame,Fire/Light,164752,,
"Locally, Miguel P. Garcia seems to have taken up the torch of gun control with the introduction of HB77.",13 Nature: Fire,Torch,gun control,torch of [torch],torch of,gun control,Control of Guns,torch,Fire,2377305,,
All of us must demand better from those who carry the gun rights torch.,13 Nature: Fire,Torch,gun rights,[torch] torch,torch,gun rights,Gun Rights,torch,Fire,2377290,,
"Show the world that the NRA isn't just a bunch of old crotchety dudes and that there a plenty of us younger, informed, not puppets of the liberal media that proudly carry the torch of gun rights for us and the future responsible firearms owners.",13 Nature: Fire,Torch,gun rights,torch of [torch],torch of,gun rights,Gun Rights,torch,Fire,2377310,,
Find out how you can carry the torch for gun rights at a local level through personal contact and the media.,13 Nature: Fire,Torch,gun rights,torch for [torch],torch fo,gun rights,Gun Rights,torch,Fire/Light,2839733,,
The indiosyncracy of the Govt. made it sure that the revolution did not spread to the masses and companies continue to invest in the hope that the dark clouds of regulation would give way to bright sunshine some day.,13 Nature: Weather,Weather,regulation,dark clouds of [weather],dark clouds of,regulation,Bureaucracy,dark clouds,Darkness,762280,,
"For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.",13 Nature: Weather,Weather,regulation,[weather] be a breeze,breeze,regulation,Bureaucracy,breeze,Natural Physical Force,NA,,
"The perfect storm of homelessness and poor health in South Los Angeles requires a powerful human right to health approach that can engender the broad-based support and political will necessary to implement long overdue, desperately needed solutions.",13 Nature: Weather,Weather,homelessness,storm of [weather],storm of,homelessness,Poverty,storm,Natural Physical Force,124636,,
The best news that has come is the rolling thunder of democracy spreading around the world from the northern coast of Africa such as Morroco Lybia Egypt the citizens of these one repressive nations dominated by dictators like Sadam and OMAR kADAFIE ARE NOW FINISHED AND WE SHOULD HOPE THAT THESE NATIONS WILL SEEEK THE FREEDOMS THAT GOD HAS PROVIDED EACH OF US AS HUMAN BEINGS THEN THEY CHOOSE FOR THEMSELVES THE TRUTH AND PATH THEY WILL FOLLOW more over we need such change like twenty years ago when russia was a powerful dictator the great communist nation is more democratic then ever before and soon the small once invisible nations will be free and hope with Gods blessings a peaceful nation building a democracy and given rights to its citizens.,13 Nature: Weather,Weather,democracy,thunder of [weather],thunder of,democracy,Democracy,thunder,Natural Physical Force,762189,,
"For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.",13 Nature: Weather,Weather Type,CLEMENT,NA,breeze,regulation,Bureaucracy,regulation,Natural Physical Force,breeze,,
The indiosyncracy of the Govt. made it sure that the revolution did not spread to the masses and companies continue to invest in the hope that the dark clouds of regulation would give way to bright sunshine some day.,13 Nature: Weather,Weather Type,INCLEMENT,NA,dark clouds,regulation,Bureaucracy,dark clouds,Darkness,762280,,
"The perfect storm of homelessness and poor health in South Los Angeles requires a powerful human right to health approach that can engender the broad-based support and political will necessary to implement long overdue, desperately needed solutions.",13 Nature: Weather,Weather Type,INCLEMENT,NA,storm,homelessness,Poverty,storm,Natural Physical Force,124636,,
The best news that has come is the rolling thunder of democracy spreading around the world from the northern coast of Africa such as Morroco Lybia Egypt the citizens of these one repressive nations dominated by dictators like Sadam and OMAR kADAFIE ARE NOW FINISHED AND WE SHOULD HOPE THAT THESE NATIONS WILL SEEEK THE FREEDOMS THAT GOD HAS PROVIDED EACH OF US AS HUMAN BEINGS THEN THEY CHOOSE FOR THEMSELVES THE TRUTH AND PATH THEY WILL FOLLOW more over we need such change like twenty years ago when russia was a powerful dictator the great communist nation is more democratic then ever before and soon the small once invisible nations will be free and hope with Gods blessings a peaceful nation building a democracy and given rights to its citizens.,13 Nature: Weather,Weather Type,INCLEMENT,NA,thunder,democracy,Democracy,thunder,Natural Physical Force,762189,,
We should not all be this eager to hang our gun rights hat on this story.,14 Embodied Experience: Clothing,Body,We,NA,hat,gun rights,Gun Rights,hat,Clothing,2377001,,
"First, it wraps the opposition in the mantle of popular democracy.",14 Embodied Experience: Clothing,Body,the opposition,wrap [body] in the mantle,wrap,democracy,Democracy,mantle,Clothing,2674403,,
"Using such decidedly “business-model” jargon, we feel, detracts from our noble and altruistic mission to educate, empower and develop informed citizens who will carry the mantle of American democracy for future generations.",14 Embodied Experience: Clothing,Body,informed citizens,[body] will carry the mantle,will carry the mantle,democracy,Democracy,mantle,Clothing,3021862,,
"I don't like violence and shudder everytime I hear of violence being enacted, but if someone is robbing your or extorting you, whether it is cloaked in a uniform of government or not, it is your right to defend yourself.",14 Embodied Experience: Clothing,Body,violence,[body] is cloaked,is cloaked,government,Government,uniform,Clothing,762622,,
"""Jane of the Jungle: Feminist art troupe the Guerrilla Girls attempts to unmask inequalities"".",14 Embodied Experience: Clothing,Body,inequalities,unmask [body],unmask,inequalities,Poverty,unmask,Clothing,2674669,,
